Nombre,SiO2,Al2O3,CaO,Na2O,K2O,FeOT,MgO,MnO,TiO2
dacite,67.927,16.452,2.363,2.72,4.395,2.97,1.323,0.035,0.576
dacite,69.153,14.08,2.779,2.631,4.405,3.43,1.369,0.059,0.573
dacite,71.02,13.722,1.602,2.134,5.064,3.55,0.859,0.143,0.354
dacite,62.8,16.3,3.7,4.5,2.94,3.94,1.54,0.059,0.833
dacite,63.1,15.9,4.11,4.46,3.16,3.86,1.89,0.067,0.755
dacite,63.4,15.3,3.31,4.47,3.06,3.05,1.28,0.052,0.613
dacite,63.6,15.9,4.01,4.42,3.07,4.01,1.81,0.063,0.84
dacite,63.8,15.9,3.81,4.37,3.05,3.72,1.81,0.062,0.74
dacite,64.4,16.0,3.99,4.46,3.2,3.81,1.82,0.064,0.75
dacite,64.5,15.9,3.53,4.49,3.15,3.32,1.35,0.053,0.685
dacite,64.9,16.2,3.87,4.46,3.13,3.73,1.65,0.061,0.765
dacite,64.9,15.8,3.66,4.43,3.31,3.52,1.59,0.061,0.712
dacite,65.2,15.8,3.43,4.4,3.16,3.36,1.4,0.058,0.68
dacite,66.0,16.1,3.58,4.43,3.3,3.32,1.41,0.058,0.645
dacite,61.91,16.8,3.994,3.706,2.614,4.58,1.842,0.0891,0.5997
dacite,62.4,15.78,4.538,4.408,3.02,4.42,2.241,0.0755,0.8728
dacite,63.56,15.76,4.075,4.372,2.947,4.16,1.834,0.0639,0.8729
dacite,63.91,15.69,3.809,4.294,2.973,3.67,1.809,0.0607,0.7255
dacite,68.9,15.1,3.2,5.81,0.66,2.17,0.88,0.03,0.34
dacite,68.5,14.5,3.01,5.02,1.77,2.4,1.54,0.05,0.32
dacite,68.3,16.0,1.59,3.88,3.4,2.84,0.74,0.04,0.33
dacite,69.51,12.45,1.47,2.45,5.25,5.13,0.33,0.05,0.7
dacite,70.06,11.95,1.91,2.47,4.86,5.72,0.47,0.07,0.7
dacite,69.78,12.58,1.99,2.8,4.73,5.04,0.54,0.07,0.72
dacite,69.7,12.28,1.67,2.66,5.04,5.37,0.55,0.08,0.67
dacite,69.43,12.4,1.06,2.09,5.04,5.09,0.61,0.06,0.72
dacite,67.78,12.22,2.04,2.39,4.72,6.35,0.75,0.08,0.89
dacite,69.34,12.13,1.44,2.33,4.65,4.89,0.78,0.05,0.67
dacite,67.88,12.09,2.33,2.73,3.75,5.13,0.78,0.09,0.69
dacite,67.4,12.13,2.65,2.67,4.24,7.13,0.79,0.13,1.02
dacite,66.95,12.98,1.62,2.35,4.92,5.52,0.81,0.09,0.88
dacite,67.29,12.28,2.42,2.84,3.76,5.63,0.82,0.09,0.71
dacite,69.04,12.13,0.79,1.99,5.48,4.55,0.82,0.05,0.65
dacite,69.34,12.11,1.43,2.36,4.62,4.69,0.84,0.06,0.73
dacite,68.64,12.38,1.44,2.23,5.26,5.06,0.85,0.08,0.67
dacite,67.12,12.92,2.44,2.61,4.22,5.53,0.86,0.08,0.89
dacite,66.52,12.8,2.16,2.4,4.0,6.83,0.86,0.07,1.06
dacite,65.88,12.6,2.51,2.64,4.06,5.7,0.89,0.1,0.87
dacite,68.65,12.38,1.8,2.6,4.76,5.41,0.92,0.09,0.68
dacite,67.08,12.66,2.14,2.42,4.82,5.7,0.95,0.08,0.87
dacite,68.2,12.09,2.88,2.63,3.8,5.87,0.97,0.09,0.87
dacite,67.84,12.37,1.84,2.77,3.91,5.66,0.97,0.09,0.87
dacite,66.29,13.43,2.16,2.87,3.88,5.93,0.99,0.08,1.05
dacite,65.63,12.68,3.02,2.77,3.67,5.46,1.02,0.1,0.84
dacite,67.39,13.01,2.71,3.03,4.03,5.27,1.04,0.08,0.9
dacite,66.29,12.65,2.96,2.6,3.98,5.88,1.1,0.11,0.93
dacite,66.95,12.74,2.6,2.62,3.87,5.77,1.12,0.1,0.92
dacite,64.02,12.33,3.94,2.7,2.08,6.53,1.13,0.11,0.99
dacite,67.53,12.46,2.76,2.5,4.41,5.49,1.14,0.09,0.88
dacite,68.01,12.25,2.99,2.85,3.97,6.23,1.15,0.11,0.88
dacite,69.24,12.15,2.96,2.69,3.9,5.83,1.16,0.11,0.85
dacite,66.24,12.88,2.87,2.99,3.96,6.79,1.17,0.13,0.93
dacite,67.05,12.47,2.79,2.65,4.37,6.78,1.18,0.11,0.9
dacite,67.61,12.71,3.06,2.81,4.39,5.6,1.18,0.11,0.89
dacite,67.74,12.13,3.02,2.82,3.95,6.16,1.19,0.11,0.88
dacite,66.97,13.0,2.78,2.91,3.84,5.83,1.19,0.09,0.97
dacite,67.18,12.91,2.47,2.91,4.25,5.66,1.2,0.09,0.88
dacite,67.78,12.17,3.09,2.8,3.88,6.75,1.2,0.11,0.87
dacite,67.03,12.13,2.97,2.83,4.03,6.4,1.21,0.11,0.9
dacite,66.49,12.89,3.28,3.18,4.05,6.03,1.24,0.12,1.08
dacite,65.72,12.6,2.74,2.8,4.14,7.25,1.24,0.1,0.9
dacite,67.78,12.19,3.05,2.77,4.01,6.13,1.24,0.11,0.88
dacite,68.56,12.15,3.2,2.71,3.69,5.94,1.24,0.11,0.88
dacite,68.85,12.23,3.04,2.84,3.82,5.5,1.24,0.1,0.87
dacite,67.62,12.17,2.74,2.45,4.29,5.73,1.27,0.1,0.87
dacite,65.58,12.91,3.34,2.83,4.24,6.19,1.28,0.11,0.94
dacite,66.81,12.6,3.08,3.02,3.98,6.06,1.28,0.11,0.91
dacite,66.83,12.79,2.78,2.71,4.48,5.44,1.29,0.11,0.88
dacite,65.86,12.75,2.99,2.76,4.64,6.01,1.29,0.08,0.94
dacite,66.58,12.55,3.27,3.11,3.69,6.05,1.3,0.09,1.04
dacite,67.56,12.09,3.06,2.73,3.95,6.71,1.3,0.1,0.87
dacite,66.7,13.06,3.14,2.89,3.97,5.61,1.31,0.12,0.91
dacite,67.21,12.17,3.2,2.87,3.72,7.15,1.33,0.11,0.91
dacite,67.63,12.6,3.14,3.15,3.54,5.62,1.34,0.1,0.93
dacite,67.87,12.21,3.03,2.9,3.88,6.55,1.34,0.11,0.88
dacite,63.37,12.48,4.06,2.61,3.07,7.38,1.34,0.13,1.07
dacite,65.86,13.25,3.14,3.12,4.22,6.23,1.36,0.14,0.94
dacite,66.26,12.66,3.07,2.71,4.46,6.33,1.39,0.11,0.93
dacite,66.34,13.06,3.26,2.78,4.07,5.59,1.42,0.1,0.91
dacite,65.44,13.15,3.37,3.07,4.06,5.83,1.43,0.11,0.96
dacite,65.03,13.3,3.57,3.06,3.78,6.12,1.43,0.1,1.01
dacite,66.18,13.06,3.14,2.79,4.12,5.61,1.44,0.1,0.9
dacite,67.28,12.86,2.86,2.76,4.07,5.25,1.46,0.11,0.87
dacite,65.25,12.83,3.5,3.12,3.74,6.59,1.47,0.12,1.04
dacite,65.57,12.84,2.48,2.66,4.4,6.27,1.48,0.09,0.95
dacite,64.71,13.23,3.2,3.0,4.3,6.34,1.49,0.12,1.01
dacite,66.41,12.87,2.95,2.63,4.23,5.44,1.52,0.11,0.89
dacite,65.37,12.87,3.09,2.72,4.32,6.48,1.57,0.11,0.95
dacite,62.5,14.01,3.97,2.54,4.17,6.33,1.57,0.11,1.01
dacite,62.36,12.63,4.02,2.4,2.82,6.89,1.62,0.16,1.01
dacite,65.57,12.19,2.72,2.43,4.68,6.86,1.64,0.18,0.97
dacite,65.65,16.05,3.72,4.55,2.85,3.45,1.35,0.06,0.71
dacite,64.95,15.51,3.34,4.8,2.22,5.09,1.67,0.08,0.66
dacite,66.17,16.2,4.02,3.76,1.8,2.92,1.55,0.05,0.37
dacite,66.23,16.18,4.43,6.33,0.42,2.36,1.25,0.02,0.51
dacite,68.02,15.84,4.15,4.12,1.83,2.36,0.61,0.05,0.33
dacite,66.92,15.96,4.11,4.0,1.74,2.55,1.46,0.04,0.34
dacite,67.55,15.95,4.05,4.05,1.76,2.59,1.36,0.06,0.34
dacite,65.37,15.91,7.0,3.38,0.16,2.07,2.16,0.02,0.39
dacite,69.39,16.15,3.8,4.37,1.58,1.94,0.75,0.04,0.28
dacite,67.49,15.97,4.19,4.25,1.76,2.59,1.34,0.05,0.37
dacite,69.03,16.1,3.86,4.37,1.72,1.89,0.86,0.04,0.27
dacite,68.99,16.2,3.83,4.37,1.67,1.85,0.87,0.04,0.27
dacite,69.65,16.4,3.99,4.51,1.37,1.73,0.88,0.04,0.25
dacite,68.76,16.25,4.47,4.34,1.48,1.73,1.05,0.04,0.25
dacite,69.59,16.41,4.03,4.44,1.45,1.8,0.91,0.04,0.25
dacite,67.66,15.91,4.16,4.1,1.81,2.5,1.06,0.03,0.35
dacite,66.93,15.75,6.38,3.89,0.42,1.68,1.9,0.02,0.37
dacite,69.4,14.9,2.39,3.97,3.59,3.0,0.76,0.07,0.43
dacite,67.0,15.5,2.8,3.71,3.43,3.1,1.09,0.07,0.45
dacite,65.04,15.74,3.78,3.54,2.55,2.32,1.66,0.02,0.55
dacite,64.36,15.04,4.75,3.97,2.24,5.92,1.68,0.15,0.75
dacite,64.02,14.81,5.79,3.18,2.22,5.67,3.47,0.1,0.73
dacite,66.0,15.4,5.3,3.1,2.1,4.59,2.3,0.1,0.5
dacite,66.5,15.6,4.8,3.3,2.2,4.68,1.6,0.1,0.6
dacite,65.7,14.1,3.67,3.57,3.15,7.27,1.33,0.0,0.88
dacite,66.1,14.6,3.76,3.65,3.16,6.34,1.37,0.0,0.82
dacite,64.5,16.3,4.89,3.71,2.84,5.0,1.95,0.0,0.69
dacite,68.4,15.33,3.16,4.16,3.24,3.84,1.21,0.0,0.58
dacite,64.4,17.0,5.71,3.35,2.18,4.85,1.83,0.0,0.59
dacite,64.0,16.15,3.8,4.28,3.13,3.43,1.82,0.08,0.44
dacite,64.9,15.6,4.97,3.56,1.98,5.38,2.36,0.11,0.64
dacite,64.1,16.0,5.34,3.74,1.6,5.36,2.45,0.11,0.69
dacite,66.0,15.1,4.68,3.44,2.14,5.09,2.24,0.1,0.62
dacite,60.7,17.5,6.83,3.03,0.89,6.31,2.79,0.16,0.61
dacite,63.4,16.57,5.76,3.44,1.49,5.47,2.23,0.14,0.51
dacite,63.03,16.59,5.83,3.34,1.49,5.6,2.34,0.15,0.51
dacite,62.95,16.61,5.66,3.35,1.5,5.59,2.21,0.13,0.5
dacite,63.32,16.53,5.78,3.49,1.46,5.38,2.22,0.14,0.5
dacite,63.03,16.41,5.82,3.35,1.45,5.78,2.33,0.15,0.53
dacite,63.42,16.55,5.78,3.41,1.46,5.56,2.26,0.15,0.52
dacite,71.65,14.3,4.28,0.74,1.69,3.39,0.96,0.093,0.49
dacite,69.25,15.26,2.24,3.57,3.02,2.96,0.8,0.087,0.47
dacite,64.57,15.84,2.66,4.23,2.99,4.67,1.82,0.13,0.7
dacite,68.73,14.1,0.75,1.13,6.11,3.51,1.5,0.03,0.72
dacite,68.56,14.53,0.36,1.73,5.95,2.18,1.73,0.01,0.42
dacite,68.65,13.84,0.27,0.3,6.77,2.82,1.95,0.02,0.751
dacite,66.1,15.1,3.1,4.3,3.0,5.58,0.9,0.1,0.8
dacite,72.2,13.9,1.8,3.1,2.3,3.87,1.5,0.1,0.6
dacite,62.2,15.9,4.74,4.51,2.44,5.97,1.95,0.171,0.904
dacite,58.55,14.79,5.66,2.82,2.31,5.55205615045442,3.74,0.107,0.919
dacite,62.0,16.8,1.5,5.83,1.42,5.19,1.99,0.08,0.69
dacite,69.1,13.45,2.29,1.61,4.63,2.73,0.9,0.04,0.39
dacite,68.2,14.75,2.13,4.13,2.66,2.74,0.53,0.03,0.47
dacite,67.7,14.45,2.24,2.96,3.72,2.8,0.85,0.04,0.47
dacite,70.0,14.05,2.24,2.9,2.3,2.0,0.61,0.05,0.54
dacite,62.9,16.85,1.82,5.76,1.72,4.43,1.17,0.06,0.65
dacite,63.9,15.3,2.4,4.51,1.99,4.76,1.48,0.09,0.59
dacite,62.1,16.2,1.95,4.96,1.34,5.73,2.7,0.09,0.69
dacite,70.5,14.45,1.27,3.06,2.85,2.96,0.75,0.03,0.42
dacite,64.87,15.16,3.27,3.64,2.32,5.17,1.76,0.09,0.86
dacite,64.21,15.86,3.1,4.52,2.55,5.05,1.06,0.07,0.87
dacite,64.17,15.74,3.07,4.51,2.54,5.11,1.12,0.08,0.88
dacite,63.07,16.14,3.21,4.29,2.62,5.4,1.54,0.08,0.91
dacite,64.24,14.91,3.54,4.38,2.22,4.96,1.39,0.12,0.82
dacite,68.99,13.6,2.17,3.83,2.06,5.07,1.26,0.06,0.58
dacite,73.24,11.6,2.03,3.2,1.74,4.17,0.99,0.05,0.48
dacite,70.12,12.67,2.42,2.98,2.22,4.87,1.24,0.07,0.53
dacite,73.29,11.68,1.9,3.51,1.69,4.22,0.95,0.05,0.5
dacite,70.57,12.5,2.33,2.95,2.16,4.78,1.23,0.06,0.52
dacite,70.34,15.63,3.08,0.13,4.64,2.91,0.95,0.05,0.34
dacite,71.35,14.64,2.92,0.06,4.04,2.74,0.94,0.04,0.28
dacite,72.33,14.43,2.63,0.05,4.23,2.62,0.89,0.05,0.27
dacite,64.6,16.7,4.14,4.29,2.21,3.93,1.72,0.07,0.54
dacite,65.0,16.55,4.14,4.3,2.27,4.03,1.74,0.07,0.55
dacite,64.8,16.6,4.1,4.35,2.27,3.82,1.66,0.07,0.53
dacite,63.5,16.6,4.5,4.25,2.11,4.54,2.02,0.08,0.6
dacite,64.15,16.2,4.1,4.22,2.28,4.22,1.79,0.07,0.57
dacite,64.3,16.2,4.15,4.03,2.22,3.99,1.71,0.07,0.55
dacite,66.0,15.8,4.35,4.15,2.15,4.14,1.7,0.08,0.55
dacite,63.4,16.5,4.82,4.42,2.03,4.98,2.31,0.08,0.68
dacite,64.0,16.2,4.33,4.05,2.33,4.43,2.35,0.07,0.62
dacite,65.0,16.3,4.03,4.2,2.2,3.92,1.67,0.07,0.54
dacite,64.5,16.3,4.95,4.14,1.94,4.68,2.08,0.08,0.62
dacite,65.0,15.85,4.45,4.24,2.3,4.36,2.05,0.07,0.56
dacite,69.78,14.84,1.15,4.21,1.85,2.53,2.29,0.034,0.315
dacite,64.4,16.25,4.04,4.5,2.36,4.23,1.77,0.07,0.56
dacite,65.4,15.8,4.42,4.13,2.22,4.35,2.02,0.07,0.56
dacite,65.8,16.1,4.1,4.4,2.27,4.11,1.7,0.07,0.54
dacite,66.2,15.85,4.38,4.2,2.16,4.0,1.73,0.07,0.51
dacite,63.3,16.7,5.22,4.28,1.79,5.18,2.16,0.08,0.68
dacite,65.8,15.9,4.38,4.2,2.1,4.09,1.63,0.07,0.54
dacite,64.8,16.45,4.1,4.45,2.18,4.23,1.72,0.07,0.55
dacite,63.8,16.55,5.4,4.1,1.78,4.86,2.32,0.08,0.63
dacite,63.8,16.9,5.2,4.17,1.78,4.86,2.32,0.08,0.62
dacite,63.7,15.8,4.95,3.75,2.1,4.57,2.51,0.09,0.54
dacite,64.71,14.17,4.21,4.64,1.67,3.77,6.28,0.03,0.32
dacite,63.59,13.21,3.88,3.94,2.1,3.87,8.52,0.07,0.3
dacite,63.33,13.32,4.35,4.38,1.44,3.84,6.41,0.04,0.29
dacite,63.5,16.1,5.25,4.09,1.99,4.9,2.81,0.09,0.58
dacite,65.3,15.95,4.6,4.11,2.27,4.38,2.3,0.07,0.6
dacite,64.0,15.9,4.55,3.92,2.63,4.64,2.29,0.07,0.65
dacite,64.2,15.76,4.73,4.08,2.16,4.53,2.3,0.07,0.64
dacite,64.0,15.8,4.85,3.94,2.25,5.04,2.28,0.06,0.67
dacite,63.36,16.55,4.68,4.23,2.23,4.76,2.35,0.08,0.62
dacite,66.0,15.95,4.03,4.4,2.47,3.89,1.9,0.06,0.53
dacite,66.0,15.95,4.09,4.42,2.47,3.76,1.9,0.06,0.42
dacite,65.2,15.9,4.23,4.21,2.4,4.27,2.2,0.07,0.56
dacite,63.4,16.7,4.5,4.13,2.23,4.54,2.55,0.07,0.62
dacite,63.45,16.25,4.96,4.25,2.0,4.9,2.59,0.08,0.62
dacite,63.65,16.1,4.72,4.2,2.1,4.89,2.25,0.08,0.61
dacite,65.0,16.1,3.98,4.35,2.53,4.2,2.07,0.06,0.55
dacite,61.4,16.8,5.17,4.14,1.96,5.54,2.49,0.08,0.7
dacite,64.6,16.2,4.6,4.15,2.14,4.77,2.25,0.08,0.61
dacite,66.5,16.15,3.67,4.28,2.56,3.78,1.63,0.06,0.54
dacite,67.0,15.5,3.84,4.16,2.37,3.76,1.63,0.06,0.52
dacite,65.5,16.3,3.94,4.12,2.4,4.01,1.74,0.07,0.51
dacite,63.9,16.25,4.02,3.84,2.2,4.1,1.83,0.08,0.53
dacite,67.0,15.8,3.75,4.07,2.4,3.84,1.53,0.06,0.49
dacite,65.5,16.22,3.72,4.14,2.44,3.69,1.51,0.07,0.47
dacite,65.2,16.1,3.67,4.1,2.38,3.6,1.5,0.07,0.46
dacite,64.6,16.23,4.15,4.16,2.37,4.31,2.13,0.07,0.6
dacite,64.0,16.3,4.22,4.05,2.32,4.29,2.1,0.07,0.59
dacite,64.7,15.7,4.18,4.25,2.25,4.3,1.94,0.07,0.58
dacite,64.85,16.05,4.15,4.22,2.4,4.29,2.25,0.07,0.56
dacite,63.6,16.6,4.1,4.5,2.25,4.59,2.05,0.07,0.61
dacite,63.6,16.55,4.12,4.5,2.3,4.37,2.0,0.07,0.59
dacite,63.5,16.65,4.7,4.45,2.12,4.81,2.4,0.07,0.65
dacite,63.5,16.4,4.5,4.3,2.18,4.72,2.38,0.07,0.66
dacite,63.3,16.6,4.75,4.46,2.14,4.81,2.28,0.08,0.71
dacite,64.3,16.45,4.75,4.4,2.07,4.79,2.28,0.07,0.65
dacite,65.6,16.0,4.24,4.2,2.4,4.21,2.24,0.07,0.56
dacite,63.55,16.29,4.75,4.42,2.12,4.89,2.4,0.07,0.65
dacite,64.6,16.3,4.45,4.3,2.32,4.55,2.42,0.07,0.61
dacite,63.4,16.5,5.05,4.26,1.95,4.95,2.6,0.08,0.64
dacite,66.4,15.6,3.28,4.02,2.44,3.37,1.22,0.1,0.49
dacite,66.0,15.47,3.3,4.13,2.51,3.15,1.36,0.07,0.48
dacite,66.8,16.25,3.34,4.2,2.48,2.77,0.97,0.04,0.5
dacite,66.8,15.9,3.45,4.5,2.66,3.55,1.3,0.07,0.51
dacite,68.5,15.28,3.5,4.22,2.5,3.44,1.31,0.07,0.48
dacite,67.0,16.0,3.36,4.26,2.56,3.51,1.24,0.06,0.49
dacite,65.8,16.95,3.17,3.8,2.59,2.94,0.87,0.01,0.62
dacite,64.0,16.98,3.15,3.73,2.57,3.7,0.9,0.02,0.63
dacite,63.5,16.35,3.96,3.52,2.61,3.47,2.0,0.05,0.66
dacite,63.4,16.54,4.16,3.91,2.4,3.88,2.06,0.07,0.7
dacite,64.5,16.67,3.75,4.01,2.67,3.7,1.48,0.05,0.67
dacite,65.0,15.56,3.9,3.69,2.62,3.56,2.01,0.06,0.57
dacite,63.5,16.75,4.7,4.21,2.23,4.7,2.34,0.09,0.6
dacite,63.3,16.6,4.25,4.16,2.31,4.81,2.12,0.07,0.67
dacite,69.8,14.4,1.7,3.85,3.32,1.7,0.47,0.07,0.29
dacite,69.5,14.5,1.81,3.55,3.3,1.79,0.5,0.07,0.3
dacite,65.6,16.3,2.89,3.95,2.77,3.78,1.3,0.07,0.57
dacite,67.0,15.7,3.53,4.12,2.67,3.79,1.5,0.08,0.59
dacite,66.5,15.92,3.38,4.07,2.69,4.01,1.52,0.09,0.6
dacite,64.3,15.85,4.35,3.73,2.43,4.34,2.43,0.09,0.6
dacite,64.5,15.9,4.25,3.78,2.96,4.63,2.11,0.06,0.68
dacite,64.3,16.2,4.24,3.92,2.32,3.93,2.19,0.09,0.61
dacite,63.5,16.1,3.57,3.48,2.99,4.8,2.14,0.07,0.68
dacite,66.5,16.1,1.75,5.29,0.08,0.47,1.48,1.54,4.77
dacite,60.6,16.8,2.77,4.92,0.11,0.69,1.94,3.02,6.84
dacite,62.4,17.1,9.99,0.48,0.08,0.68,0.93,0.15,5.65
dacite,61.0,16.2,5.77,3.52,0.07,0.75,0.84,1.08,6.63
dacite,65.3,17.3,0.2,0.51,11.3,3.08,0.56,0.08,0.35
dacite,65.95,17.92,3.93,2.24,2.32,4.35,1.92,0.1,0.61
dacite,66.2,17.74,3.83,2.5,2.22,4.66,1.33,0.1,0.72
dacite,66.38,17.79,2.64,3.67,1.67,3.63,2.98,0.12,0.58
dacite,65.66,15.01,6.75,3.52,1.42,5.34,0.58,0.13,0.63
dacite,66.67,17.05,2.07,3.58,6.13,2.56,0.84,0.08,0.6
dacite,67.42,16.92,1.86,3.67,6.28,2.22,0.61,0.06,0.59
dacite,66.82,17.04,2.27,3.66,6.22,2.29,0.66,0.07,0.6
dacite,69.92,15.83,1.45,3.21,6.59,1.77,0.37,0.05,0.51
dacite,64.38,18.58,2.68,3.95,5.96,2.67,0.6,0.09,0.6
dacite,66.09,17.51,2.55,3.52,6.13,2.47,0.68,0.05,0.6
dacite,63.5,13.3,2.09,3.85,3.07,7.77,1.81,0.041,1.22
dacite,67.5,13.0,1.87,3.69,2.68,7.61,0.55,0.02,1.16
dacite,62.9,13.5,3.27,3.43,2.58,9.1,2.52,0.1316,0.9769
dacite,63.1,13.3,3.48,3.15,3.45,8.89,1.93,0.1329,1.022
dacite,63.8,11.1,4.09,3.22,2.54,8.88,2.59,0.2141,0.6713
dacite,64.3,12.2,1.31,4.05,2.8,12.03,0.625,0.0348,0.9018
dacite,64.4,12.3,3.41,0.866,5.98,8.48,2.16,0.1238,0.7665
dacite,64.4,12.6,2.77,3.33,3.75,7.08,0.883,0.1354,0.8166
dacite,64.7,11.7,5.52,4.73,0.466,7.68,3.27,0.1264,0.658
dacite,65.6,13.0,1.6,4.28,2.33,8.35,2.32,0.058,0.9519
dacite,65.7,13.0,2.36,3.76,3.12,7.57,2.27,0.1135,0.8383
dacite,65.8,12.7,2.87,3.61,3.4,7.67,0.953,0.1419,0.835
dacite,65.9,12.6,3.31,3.66,3.03,7.58,0.967,0.1716,0.8266
dacite,66.1,12.7,3.56,2.98,2.93,7.76,1.71,0.0929,0.8684
dacite,66.2,12.6,3.15,3.39,3.63,7.89,0.79,0.1264,0.8801
dacite,66.3,12.5,3.81,2.25,3.55,7.98,1.01,0.1058,0.997
dacite,66.8,12.6,1.8,4.17,2.64,7.77,0.902,0.1084,0.8233
dacite,67.3,12.0,1.62,3.83,3.04,8.08,1.86,0.1097,0.8183
dacite,67.3,12.0,1.46,3.29,3.61,8.52,1.34,0.0671,0.8333
dacite,67.4,12.0,2.84,2.99,3.96,7.64,0.893,0.1109,0.8116
dacite,67.6,12.1,2.03,2.46,4.72,7.49,1.44,0.1097,0.7966
dacite,67.7,12.1,2.86,3.19,3.58,7.44,0.775,0.1148,0.8116
dacite,67.7,11.6,1.73,3.78,3.01,8.04,1.86,0.1109,0.8383
dacite,67.8,12.8,1.87,3.57,2.77,7.82,1.08,0.0813,0.8216
dacite,67.9,12.3,2.29,3.45,3.25,7.64,0.98,0.0942,0.8099
dacite,68.1,12.1,1.43,4.79,2.54,7.21,1.7,0.0464,0.83
dacite,68.2,11.8,2.13,3.74,2.69,7.63,1.52,0.1109,0.82
dacite,68.2,12.6,1.37,4.4,2.32,6.47,2.49,0.0464,0.85
dacite,68.3,12.0,2.38,3.38,3.62,7.17,0.965,0.1045,0.8049
dacite,68.4,12.3,2.22,3.38,3.42,7.17,0.923,0.098,0.8033
dacite,68.5,12.2,2.54,3.46,3.03,7.45,0.662,0.1032,0.7983
dacite,68.8,12.7,2.2,3.65,3.41,6.06,1.1,0.0619,0.8634
dacite,69.7,11.7,2.91,4.06,1.45,7.09,1.04,0.0361,0.7599
dacite,62.4,13.1,4.04,3.79,2.57,8.35,1.96,0.0967,1.0822
dacite,63.2,11.7,3.74,3.6,2.39,9.38,1.41,0.1561,1.1723
dacite,63.5,13.1,3.5,3.61,3.46,8.21,1.65,0.1561,0.8133
dacite,63.8,13.1,3.58,3.52,3.38,7.95,1.53,0.1587,0.7999
dacite,63.8,12.9,5.85,3.99,2.04,7.62,1.02,0.1071,1.2308
dacite,63.8,12.6,2.21,4.0,2.5,10.37,1.49,0.1148,1.2441
dacite,64.1,13.2,1.45,3.65,3.43,8.14,3.34,0.0645,0.86
dacite,64.1,12.3,2.72,4.06,2.75,8.38,1.83,0.12,0.9586
dacite,64.1,12.7,4.57,2.82,3.16,8.51,1.54,0.1367,1.0087
dacite,64.8,13.2,1.36,3.32,3.34,7.82,3.45,0.0619,0.8417
dacite,64.8,12.9,1.65,3.28,3.63,8.44,3.0,0.1406,0.855
dacite,64.9,12.2,0.97,2.67,4.27,7.67,3.58,0.0619,0.7799
dacite,65.4,12.5,4.05,2.57,3.81,7.45,1.23,0.0516,0.9619
dacite,65.6,12.8,3.28,3.55,2.89,8.27,0.909,0.1122,0.9452
dacite,65.9,12.5,4.05,3.12,3.32,7.59,1.28,0.098,0.7949
dacite,65.9,13.2,2.11,2.91,3.1,7.63,2.53,0.0645,0.8634
dacite,66.1,12.6,2.88,3.85,3.14,7.76,0.914,0.1664,0.8216
dacite,66.2,11.3,1.04,1.69,4.69,9.05,3.7,0.0748,0.7031
dacite,66.3,12.2,2.51,3.31,3.01,9.14,0.99,0.0826,0.9486
dacite,66.4,12.8,3.28,3.85,1.98,7.28,0.534,0.1213,1.0337
dacite,66.5,12.6,2.21,3.67,3.05,7.91,1.46,0.1058,0.9135
dacite,67.0,12.6,2.77,4.21,2.73,7.37,0.854,0.1006,0.9385
dacite,67.1,12.3,2.9,3.25,3.7,7.62,0.779,0.12,0.8701
dacite,67.2,12.0,5.06,3.51,3.03,5.56,1.7,0.0851,0.7816
dacite,67.2,12.2,1.76,1.67,5.19,7.73,1.97,0.0632,0.825
dacite,67.8,12.9,1.52,3.54,3.51,7.04,1.53,0.0606,0.815
dacite,68.8,11.8,2.59,4.0,2.24,7.12,1.21,0.1058,0.8016
dacite,68.9,12.1,1.34,3.65,3.34,6.52,1.97,0.0671,0.8717
dacite,69.4,12.3,3.4,4.74,1.24,5.93,0.759,0.1471,0.835
dacite,64.2,11.2,4.98,2.39,3.53,9.43,1.63,0.1097,0.8935
dacite,65.0,12.0,3.84,2.18,3.0,8.12,0.602,0.0813,0.9703
dacite,66.3,12.2,1.04,2.28,4.31,9.84,0.987,0.0593,0.9753
dacite,66.7,10.8,3.27,2.62,4.51,7.23,0.223,0.0387,0.6079
dacite,66.7,10.8,3.41,2.72,3.1,7.42,0.39,0.1084,0.6146
dacite,67.2,11.3,4.88,2.34,3.19,5.37,0.195,0.0864,0.673
dacite,67.4,12.5,3.02,3.45,2.32,7.48,0.391,0.0568,0.9786
dacite,68.9,11.3,3.1,2.79,3.58,7.86,0.301,0.0864,0.6396
dacite,69.0,10.9,5.41,1.38,5.09,6.24,0.121,0.0697,0.653
dacite,70.0,11.6,2.85,2.6,3.54,6.74,0.734,0.0735,0.6697
dacite,70.1,11.2,1.82,1.1,5.25,7.75,0.782,0.0697,0.663
dacite,71.1,11.2,1.62,2.41,3.23,7.32,1.25,0.0658,0.6396
dacite,65.31,12.08,3.64,3.35,3.38,7.24,1.93,0.0981,0.8257
dacite,65.5,12.1,3.19,3.3,2.86,9.47,0.692,0.1393,0.9636
dacite,67.7,12.0,2.99,3.66,2.66,7.76,0.819,0.1148,0.8166
dacite,69.5,12.0,2.53,3.9,3.14,6.77,0.211,0.1109,0.6513
dacite,65.6,16.4,4.92,0.68,3.26,5.72,2.4,0.1,1.1
dacite,66.8,16.9,4.57,0.66,2.91,5.78,2.38,0.09,1.0
dacite,68.6,18.3,5.23,0.96,2.44,5.06,2.25,0.09,1.2
dacite,65.7,16.7,4.6,0.71,3.07,5.81,2.39,0.09,0.9
