Nombre,SiO2,Al2O3,CaO,Na2O,K2O,FeOT,MgO,MnO,TiO2
andesite,59.08,16.71,6.92,3.38,1.63,6.23,4.51,0.11,0.66
andesite,58.85,17.26,6.89,3.25,1.63,6.69,3.82,0.12,0.75
andesite,59.09,17.66,6.31,4.76,1.17,5.22,4.7,0.086,0.61
andesite,53.19,19.08,9.49,3.35,2.05,5.29,3.72,0.07,0.68
andesite,59.73,18.61,5.16,3.79,3.31,4.0,1.97,0.1,0.52
andesite,56.37,17.7,6.36,3.75,2.84,6.1,2.75,0.14,0.75
andesite,59.66,18.07,5.62,3.65,3.17,4.69,2.25,0.16,0.5
andesite,59.51,18.36,4.4,3.69,2.99,5.46,1.11,0.15,0.58
andesite,61.21,19.54,4.16,3.55,3.44,3.07,0.52,0.01,0.61
andesite,55.6,17.72,5.49,0.16,2.99,7.41,8.31,0.59,0.75
andesite,60.08,18.28,6.36,2.26,3.33,4.81,3.48,0.12,0.59
andesite,56.17,19.09,7.89,2.47,1.71,5.73,3.34,0.1,0.7
andesite,56.04,18.55,8.06,2.51,1.76,5.66,3.53,0.11,0.69
andesite,54.06,17.81,8.86,2.43,2.25,6.56,4.11,0.13,0.75
andesite,56.41,18.71,7.75,3.67,2.47,5.52,2.91,0.13,0.56
andesite,55.8,18.29,8.74,3.62,2.35,5.41,2.74,0.12,0.56
andesite,50.09,15.66,9.96,1.89,5.12,7.22,6.59,0.13,0.95
andesite,50.45,15.87,9.52,1.85,6.01,6.67,6.41,0.12,0.84
andesite,50.3,15.83,9.41,1.89,6.24,6.62,6.05,0.13,0.87
andesite,50.45,18.2,9.23,2.14,5.53,6.88,5.69,0.13,0.91
andesite,51.47,17.02,8.73,2.75,5.09,7.35,3.88,0.14,0.91
andesite,61.95,14.74,4.12,7.09,0.07,5.26,3.08,0.11,0.89
andesite,55.21,18.1,7.75,3.69,1.73,6.38,3.02,0.14,0.74
andesite,52.98,17.8,8.44,3.81,1.55,6.89,4.03,0.14,0.84
andesite,58.1,18.2,6.96,4.04,1.4,4.12,1.02,0.13,0.5
andesite,59.47,18.27,6.62,4.19,1.44,4.72,1.18,0.14,0.55
andesite,60.84,19.08,5.74,4.34,1.45,4.27,0.9,0.13,0.5
andesite,50.95,19.22,9.99,3.11,1.41,7.0,3.21,0.16,0.78
andesite,58.82,18.33,5.92,4.05,1.5,4.48,1.47,0.11,0.51
andesite,59.45,18.36,6.51,4.24,1.44,4.51,1.16,0.14,0.53
andesite,60.18,19.48,6.25,4.26,1.4,4.58,1.07,0.13,0.53
andesite,60.44,18.96,6.36,4.32,1.37,4.62,1.14,0.13,0.53
andesite,59.6,18.05,5.71,3.91,1.42,4.59,1.43,0.1,0.51
andesite,53.25,17.55,8.05,3.41,1.19,7.77,5.05,0.134,0.89
andesite,56.22,17.41,6.72,3.89,1.81,6.99,3.93,0.111,0.97
andesite,53.61,18.09,8.84,3.52,1.14,6.67,5.12,0.116,0.98
andesite,54.49,17.53,7.26,3.55,1.66,6.91,4.35,0.118,1.11
andesite,53.2,18.8,9.29,2.33,0.71,10.14,4.41,0.19,0.86
andesite,55.3,19.1,8.47,3.88,1.05,7.97,3.06,0.18,0.75
andesite,56.9,19.9,8.37,3.69,1.14,6.55,2.19,0.16,0.7
andesite,57.2,19.7,8.15,3.59,1.19,7.03,2.09,0.17,0.71
andesite,57.4,17.1,7.43,3.2,1.36,9.23,2.92,0.19,0.9
andesite,57.4,19.1,8.1,3.67,1.22,7.09,2.28,0.16,0.74
andesite,57.5,18.9,8.08,3.83,1.23,6.9,2.22,0.17,0.74
andesite,57.6,18.9,7.92,3.73,1.25,7.28,2.23,0.16,0.73
andesite,58.0,18.8,7.71,3.74,1.29,7.2,2.2,0.17,0.73
andesite,58.5,18.4,7.5,3.88,1.32,6.88,2.2,0.17,0.76
andesite,58.5,18.4,7.47,3.87,1.35,7.06,2.19,0.17,0.75
andesite,59.1,18.0,7.17,4.04,1.36,6.77,2.21,0.17,0.76
andesite,59.1,18.0,7.07,4.03,1.43,7.12,2.14,0.17,0.75
andesite,59.4,18.0,6.86,3.9,1.19,7.37,2.32,0.23,0.7
andesite,59.7,17.7,6.73,4.0,1.49,7.17,2.07,0.17,0.76
andesite,59.8,17.6,6.71,4.17,1.46,6.81,2.12,0.17,0.77
andesite,52.26,21.3,9.4,3.06,0.68,7.87,3.01,0.162,0.822
andesite,53.69,20.62,9.39,3.03,0.89,7.68,2.78,0.167,0.823
andesite,55.42,18.6,7.64,3.64,0.86,8.23,2.82,0.204,0.945
andesite,53.86,19.8,8.72,3.08,1.02,8.3,3.52,0.171,0.82
andesite,52.85,19.34,9.26,3.14,0.67,9.03,3.42,0.191,0.982
andesite,52.54,18.8,9.52,3.07,0.65,9.18,3.49,0.192,0.943
andesite,53.83,20.42,9.32,3.28,0.72,8.58,2.82,0.185,0.957
andesite,62.38,16.24,5.99,2.99,3.08,5.32,2.14,0.13,0.66
andesite,62.45,15.57,5.78,3.28,3.13,5.56,2.6,0.13,0.69
andesite,60.47,15.69,6.94,3.25,2.99,6.41,2.72,0.14,0.76
andesite,61.42,16.53,6.27,3.33,2.74,5.55,2.7,0.13,0.67
andesite,61.16,16.63,6.48,2.93,2.77,6.09,2.66,0.14,0.76
andesite,61.02,16.63,6.55,3.03,2.69,6.01,2.72,0.14,0.73
andesite,59.74,16.76,7.03,3.29,2.63,6.24,2.95,0.14,0.75
andesite,60.41,16.1,6.34,3.13,2.64,6.12,3.34,0.14,0.75
andesite,61.91,16.51,6.25,3.33,2.83,5.28,2.64,0.12,0.65
andesite,61.06,16.46,6.37,3.27,2.71,5.59,2.97,0.13,0.68
andesite,61.7,16.13,5.85,3.25,2.85,5.65,2.98,0.13,0.7
andesite,61.6,16.28,6.1,3.33,2.77,5.65,2.89,0.13,0.68
andesite,61.57,16.39,5.95,3.0,2.86,5.77,2.55,0.13,0.71
andesite,62.03,15.64,5.16,3.21,3.03,5.88,3.06,0.14,0.69
andesite,59.72,17.15,6.2,3.05,2.67,6.19,2.68,0.13,0.72
andesite,59.83,17.26,6.15,3.05,2.66,6.11,2.54,0.14,0.72
andesite,59.58,18.01,6.56,3.1,2.68,5.47,2.23,0.13,0.66
andesite,62.88,17.82,5.97,3.8,2.28,4.25,1.12,0.11,0.62
andesite,57.8,18.95,8.14,3.61,1.67,6.03,2.26,0.12,0.8
andesite,54.11,18.16,8.29,3.17,2.07,7.2,3.9,0.19,1.14
andesite,57.48,17.12,7.42,2.53,2.19,7.22,3.94,0.19,0.95
andesite,58.56,16.99,6.95,2.87,2.22,7.45,3.3,0.15,0.9
andesite,57.51,17.39,7.21,3.08,2.07,7.32,3.66,0.15,0.81
andesite,59.01,16.95,6.51,3.19,2.26,7.25,3.03,0.15,0.87
andesite,58.02,17.2,7.3,3.2,2.13,7.27,3.51,0.15,0.84
andesite,57.54,17.21,6.99,2.66,2.29,7.25,3.19,0.14,0.96
andesite,57.39,17.05,6.92,2.9,2.27,7.12,3.47,0.13,0.92
andesite,55.22,18.11,8.17,2.82,1.53,7.64,3.99,0.16,0.92
andesite,52.53,18.72,7.28,2.41,1.64,7.89,4.24,0.3,0.94
andesite,52.19,20.12,9.56,3.68,1.31,8.11,3.34,0.16,1.14
andesite,52.17,20.29,9.33,3.61,1.55,7.91,3.21,0.17,1.06
andesite,52.53,20.24,9.23,3.8,1.1,7.92,3.28,0.19,1.02
andesite,57.08,18.82,8.47,2.9,1.81,6.34,2.54,0.14,0.86
andesite,56.89,18.82,8.58,2.82,1.84,6.55,2.58,0.15,0.89
andesite,57.24,18.46,8.07,2.89,1.87,6.6,2.54,0.15,0.9
andesite,59.61,15.44,5.67,3.26,2.53,7.76,2.83,0.18,1.15
andesite,53.91,18.2,8.65,3.0,1.28,8.76,4.53,0.17,1.01
andesite,52.53,18.46,8.44,3.11,1.81,9.67,3.69,0.2,1.47
andesite,53.61,17.67,8.21,2.88,1.92,9.72,3.35,0.17,1.47
andesite,53.41,18.56,8.9,2.97,1.7,8.53,3.55,0.17,0.88
andesite,55.72,18.74,8.44,3.29,1.32,8.59,2.56,0.18,0.78
andesite,57.21,17.73,7.91,3.31,1.66,7.9,2.6,0.17,0.9
andesite,57.4,19.99,8.67,3.52,1.8,5.67,1.56,0.13,0.79
andesite,53.13,17.9,9.27,2.94,1.37,8.55,4.21,0.21,1.0
andesite,54.52,17.62,8.32,3.08,1.63,7.99,3.99,0.16,1.0
andesite,61.0,17.29,5.71,4.5,2.18,5.15,2.86,0.1,0.63
andesite,60.54,16.97,5.84,4.44,2.15,5.53,3.3,0.11,0.65
andesite,61.15,17.3,5.71,4.53,2.16,5.28,2.94,0.11,0.64
andesite,61.1,17.19,5.56,4.45,2.14,5.23,3.09,0.1,0.63
andesite,60.66,17.03,5.8,4.47,2.17,5.35,3.13,0.1,0.63
andesite,60.86,17.16,5.7,4.45,2.18,5.37,3.05,0.1,0.63
andesite,60.95,17.27,5.7,4.47,2.19,5.35,3.03,0.1,0.63
andesite,60.54,17.03,5.79,4.41,2.16,5.49,3.27,0.11,0.65
andesite,60.57,17.14,5.86,4.45,2.14,5.43,3.23,0.11,0.65
andesite,59.85,16.98,5.92,4.38,2.11,5.52,3.44,0.11,0.65
andesite,59.86,17.19,5.98,4.45,2.12,5.36,3.32,0.11,0.63
andesite,60.52,17.24,5.83,4.44,2.15,5.4,3.26,0.1,0.65
andesite,60.6,17.22,5.89,4.43,2.14,5.53,3.27,0.11,0.65
andesite,52.57,14.46,8.87,3.41,1.34,9.81,8.27,0.24,0.9
andesite,52.77,16.01,8.85,3.33,1.52,8.78,6.62,0.18,0.93
andesite,53.97,15.5,8.48,3.34,1.48,8.15,7.35,0.14,0.95
andesite,52.45,15.65,9.16,3.32,1.4,8.42,8.15,0.14,0.88
andesite,54.2,15.3,8.7,3.44,1.69,8.48,6.84,0.2,0.86
andesite,54.86,16.05,7.79,3.35,2.1,8.31,3.16,0.12,1.27
andesite,52.37,17.12,9.15,2.61,1.51,8.5,3.89,0.18,1.25
andesite,52.07,17.09,7.89,2.72,2.09,8.56,3.56,0.15,1.97
andesite,52.56,16.78,7.85,2.77,1.99,8.57,3.61,0.15,1.91
andesite,51.92,16.68,7.54,3.0,1.94,9.03,3.84,0.16,1.86
andesite,51.72,16.69,8.59,2.66,1.73,8.76,3.87,0.18,1.9
andesite,52.93,16.65,7.53,2.97,2.35,8.48,3.24,0.15,1.83
andesite,51.89,16.66,8.45,2.66,1.64,8.83,3.78,0.17,1.93
andesite,59.53,16.03,2.82,1.91,3.27,6.28,4.04,0.09,0.96
andesite,57.85,16.91,4.81,5.13,1.45,7.08,2.62,0.11,1.14
andesite,58.62,15.1,3.97,5.6,0.69,8.98,2.27,0.16,1.69
andesite,51.0,17.35,5.13,3.76,3.73,8.26,3.99,0.15,0.76
andesite,51.3,16.1,6.4,5.85,0.42,8.31,4.55,0.22,0.73
andesite,60.8,16.85,3.69,6.33,2.95,4.83,1.6,0.1,0.61
andesite,51.2,19.0,4.16,4.6,2.95,7.53,3.03,0.13,0.79
andesite,55.4,17.45,5.04,7.14,0.52,5.34,3.49,0.1,0.65
andesite,58.3,13.4,6.73,3.01,0.23,6.79,2.89,0.12,0.62
andesite,63.0,15.95,0.52,2.91,3.62,5.59,2.4,0.09,0.54
andesite,55.6,15.85,9.48,4.04,0.71,5.72,1.71,0.15,0.67
andesite,55.16,14.35,6.54,6.05,0.06,7.29,5.57,0.15,0.85
andesite,60.07,16.24,0.96,6.65,2.46,7.13,2.04,0.15,1.17
andesite,63.45,14.43,5.91,3.24,2.17,5.91,3.84,0.09,0.75
andesite,58.14,16.66,8.08,2.4,1.14,6.3,4.12,0.13,0.6
andesite,56.43,13.33,8.53,2.27,1.18,7.47,9.16,0.11,0.6
andesite,58.0,13.7,8.04,2.42,1.37,7.04,7.82,0.2,0.6
andesite,60.22,12.53,12.12,0.77,0.1,8.94,3.19,0.14,0.89
andesite,52.07,12.67,7.05,2.91,2.06,13.78,3.42,0.19,3.63
andesite,59.13,15.9,5.92,4.0,1.26,7.95,2.54,0.19,1.51
andesite,61.91,14.37,5.85,3.6,5.18,4.92,1.85,0.14,0.48
andesite,59.81,15.16,6.96,3.55,1.22,6.06,3.95,0.16,0.62
andesite,51.09,16.98,10.55,2.74,1.71,7.75,6.67,0.4,0.86
andesite,53.64,18.41,8.52,3.17,1.95,6.63,3.83,0.16,0.73
andesite,53.87,18.48,8.55,3.1,1.95,6.69,3.8,0.16,0.74
andesite,58.03,17.52,6.85,3.35,1.59,7.16,2.54,0.14,0.84
andesite,57.45,15.4,4.78,3.75,3.64,7.59,1.62,0.09,1.69
andesite,58.45,15.57,4.62,3.71,3.63,7.3,1.75,0.11,1.68
andesite,57.7,15.62,4.72,3.77,3.55,7.41,1.49,0.07,1.72
andesite,56.61,15.36,5.3,3.75,2.92,7.48,2.54,0.13,1.67
andesite,56.34,15.91,5.31,3.71,2.94,7.55,2.83,0.13,1.65
andesite,56.4,15.1,5.34,3.88,2.92,7.58,2.7,0.14,1.66
andesite,56.42,15.19,5.39,3.73,2.91,7.56,2.67,0.15,1.66
andesite,56.69,15.15,5.3,3.72,2.87,7.39,2.67,0.14,1.63
andesite,56.62,14.99,5.42,3.69,2.87,7.58,2.65,0.14,1.67
andesite,56.56,15.29,5.3,3.71,2.87,7.62,2.62,0.14,1.66
andesite,57.08,15.3,5.29,3.77,2.89,7.37,2.51,0.13,1.66
andesite,57.28,15.44,4.56,3.82,3.68,7.66,1.61,0.07,1.7
andesite,56.66,15.13,5.38,3.81,2.91,7.48,2.57,0.14,1.69
andesite,58.09,15.5,4.58,3.77,3.59,7.23,1.52,0.1,1.71
andesite,57.92,15.66,4.28,3.96,3.73,7.14,1.3,0.09,1.72
andesite,57.61,15.62,4.25,3.75,3.69,7.5,1.46,0.07,1.71
andesite,57.39,15.73,4.23,3.74,3.77,7.5,1.45,0.06,1.71
andesite,57.45,15.58,4.4,3.78,3.69,7.49,1.64,0.08,1.7
andesite,55.25,15.53,6.1,3.35,2.53,7.94,3.4,0.15,1.83
andesite,55.85,15.66,6.2,3.45,2.41,7.84,3.21,0.13,1.86
andesite,55.56,15.54,6.32,3.43,2.21,7.71,3.25,0.15,1.58
andesite,55.77,16.22,6.12,3.37,1.97,7.34,3.38,0.13,1.68
andesite,55.98,15.82,6.08,3.45,2.24,7.6,3.3,0.13,1.6
andesite,56.88,16.14,5.88,3.55,2.53,6.84,2.98,0.13,1.62
andesite,52.59,19.14,3.0,4.8,2.31,8.25,4.49,0.13,0.86
andesite,54.01,15.07,4.8,4.5,1.8,8.16,3.27,0.09,1.78
andesite,62.02,15.13,5.59,3.11,0.95,7.4,1.49,0.09,0.97
andesite,62.53,14.83,0.35,3.6,1.84,7.57,3.89,0.11,0.99
andesite,67.71,14.73,2.14,3.64,2.98,4.52,1.35,0.06,0.51
andesite,53.88,13.64,5.59,6.24,0.19,9.56,3.07,0.16,1.67
andesite,61.39,13.74,5.7,5.07,0.67,4.22,0.98,0.16,0.79
andesite,53.5,17.19,9.27,3.37,1.29,8.21,3.62,0.14,1.9
andesite,58.14,15.48,7.38,3.44,2.07,7.19,4.16,0.13,1.57
andesite,57.61,15.31,7.62,3.5,2.06,7.32,4.32,0.13,1.6
andesite,56.23,15.52,8.43,3.33,1.87,7.53,4.68,0.13,1.64
andesite,54.73,16.92,7.63,3.53,1.67,7.44,4.98,0.13,1.74
andesite,54.12,16.86,8.45,3.45,1.48,7.65,4.3,0.14,1.82
andesite,59.72,18.26,7.43,3.33,0.92,6.61,2.8,0.13,0.58
andesite,59.46,17.9,7.53,3.64,0.81,6.89,2.77,0.23,0.66
andesite,60.11,17.53,7.44,3.49,0.78,7.1,2.89,0.18,0.67
andesite,58.96,15.63,5.64,3.62,3.49,5.76,4.22,0.09,1.29
andesite,56.41,15.55,6.83,3.1,2.92,6.94,6.68,0.13,1.44
andesite,60.87,15.64,5.73,3.15,2.85,5.96,4.56,0.1,0.99
andesite,63.77,15.92,4.62,3.1,3.24,4.99,3.08,0.09,0.8
andesite,66.71,16.31,3.58,3.34,4.16,3.04,1.71,0.09,0.79
andesite,58.91,12.66,6.42,2.72,0.99,7.45,5.68,0.13,1.31
andesite,55.37,15.16,3.09,2.71,1.16,8.77,6.58,0.19,1.67
andesite,56.48,18.14,2.57,4.34,4.34,9.04,2.64,0.09,0.69
andesite,55.22,19.31,1.09,3.13,4.82,10.63,3.16,0.08,0.75
andesite,55.44,18.51,3.15,4.45,1.99,10.71,3.23,0.12,0.72
andesite,60.21,18.97,1.03,5.2,3.41,8.26,0.72,0.05,0.8
andesite,62.2,16.53,3.31,4.18,3.67,5.95,2.28,0.11,0.69
andesite,61.82,16.3,5.13,3.1,3.51,5.61,2.74,0.11,0.67
andesite,63.19,15.96,3.47,3.06,4.59,5.2,2.84,0.11,0.65
andesite,63.24,15.87,3.88,3.23,4.76,5.14,2.23,0.11,0.63
andesite,61.92,17.77,2.08,5.2,2.13,7.35,1.39,0.1,0.74
andesite,57.59,16.95,2.82,4.19,4.68,9.09,2.04,0.43,0.7
andesite,52.04,21.48,6.01,4.22,3.17,8.03,2.12,0.4,1.02
andesite,53.72,19.4,4.69,5.61,3.02,7.95,2.82,0.53,0.82
andesite,60.09,17.95,4.35,3.48,3.62,6.22,2.28,0.2,0.6
andesite,58.41,18.19,1.73,5.7,3.15,8.1,2.37,0.11,0.82
andesite,62.8,15.51,2.4,4.73,2.34,7.94,2.18,0.21,0.57
andesite,56.99,17.75,2.31,4.67,4.91,8.62,2.3,0.31,0.65
andesite,59.01,16.61,6.4,3.85,1.85,6.1,5.08,0.1,0.79
andesite,60.56,16.77,6.47,3.51,1.94,5.86,3.86,0.11,0.72
andesite,58.63,16.52,7.39,3.42,1.59,6.44,4.92,0.12,0.78
andesite,54.26,13.86,6.24,2.77,4.34,7.32,8.86,0.1,1.25
andesite,52.15,14.16,6.81,3.08,4.06,8.31,8.82,0.11,1.39
andesite,50.61,15.43,10.64,3.3,1.52,7.61,7.65,0.11,1.16
andesite,53.4,17.75,7.3,3.42,0.15,10.89,3.23,0.06,0.89
andesite,56.2,20.1,6.0,4.6,3.75,4.46,1.72,0.13,0.73
andesite,56.0,17.5,9.38,2.09,0.33,6.43,3.6,0.15,0.75
andesite,56.11,16.39,8.17,3.18,0.73,6.84,5.11,0.13,0.82
andesite,56.19,14.96,8.0,3.46,1.6,6.26,6.69,0.11,0.84
andesite,59.2,15.91,4.85,4.25,1.78,7.2,2.45,0.14,1.22
andesite,55.43,13.85,8.51,3.06,1.33,6.86,8.0,0.12,0.91
andesite,55.52,16.89,7.43,3.53,1.04,7.14,4.33,0.15,0.98
andesite,52.35,14.51,8.12,2.19,0.29,10.94,6.89,0.36,1.34
andesite,50.25,16.73,9.52,2.95,1.51,7.53,8.12,0.14,0.63
andesite,51.44,17.02,8.34,3.0,0.96,8.04,7.25,0.16,1.16
andesite,53.3939810421371,16.2090818853147,4.46131526991503,1.05806254567667,5.17032625413135,9.15,8.48631608800463,0.109078612956358,0.774458151990139
andesite,55.7013893335041,15.664681904518,5.18599142070555,1.26982094457605,4.71647779413962,9.28,6.06099408839661,0.0960368781612139,0.800307318010116
andesite,55.9933551367907,17.0170793749676,1.07979027150496,1.71312879613767,4.66178684524737,10.12,7.2055235425427,0.0726781913512952,0.840990499922131
andesite,56.278807361911,15.9990632617651,3.11891253206732,1.79896320109002,2.32055608187944,10.36,7.91969598586377,0.0958027740225456,0.745132686842021
andesite,56.8196330509557,13.5583840619812,4.74649865906092,1.0003831254523,3.34170533395769,10.9,7.10910561491635,0.106423736750245,0.968456004427228
andesite,55.9214948245732,15.5831532360636,6.84541966972401,3.11249444197421,0.713495403641929,9.06,6.70065248637638,0.134426670251378,0.754857456026968
andesite,55.4514150655066,15.7195541881456,7.87505857902565,3.03592167729579,0.896513783899428,9.11,5.93940381833371,0.112064222987428,0.692760651195012
andesite,54.5392884303126,15.8777464904528,3.88465253941175,3.38108646948801,1.31543789694366,9.95,8.78671407724087,0.123322302838468,0.822148685589789
andesite,50.5866453713373,17.3741220795708,6.63431414706063,3.42977660380449,1.33095808505846,10.94,7.24860249401069,0.133095808505846,0.880479963961751
andesite,54.5756698340198,15.323600179438,8.30920435545043,2.78332857550671,1.13168304718405,9.6,6.1172056604543,0.183516169813629,0.734064679254516
andesite,53.9016300323572,16.2191769705945,7.2524775071764,4.55435300800308,1.07519246959538,8.28,6.75545457311816,0.131863227403207,0.740462738494933
andesite,55.9067314132619,16.7552746148694,2.71056597454789,3.87223710649699,0.889567983924983,9.13,8.7386972538513,0.0837240455458808,0.732585398526457
andesite,53.4586696638398,16.6138755491979,0.715234494737918,1.49177480331051,6.86625114948401,11.89,5.86492285685093,0.0817410851129049,1.43738031771643
andesite,54.7388176415389,17.4747158794703,3.27390261703681,2.31467000312793,6.63121676571786,8.39,4.65019288916693,0.0625586487331874,1.15311067050876
andesite,55.7884757189508,16.2330137996418,4.55072158432529,1.45370272832614,7.2369114084062,7.07,5.31970925945434,0.0842726219319499,1.0728906606308
andesite,42.9394904797929,20.8091376940535,2.74897978754009,1.32121509168593,8.72641258137726,11.74,9.02475147304828,0.0639297625009323,1.11877084376632
andesite,58.9930319065332,16.8072510085398,1.36218368523079,2.04327552784618,1.71844711059884,8.56,7.743490333735,0.157175040603552,1.35170534919055
andesite,56.5121036481418,17.6227412205933,0.724514149335152,0.500767132628708,1.56622911694511,8.72,11.6454994885782,0.170473917490624,1.22528128196386
andesite,53.72,14.08,7.21,5.29,0.66,11.85,3.53,0.16,1.83
andesite,62.27,13.9,3.64,3.2,1.46,6.44,2.13,0.16,0.93
andesite,60.93,13.9,4.37,3.6,1.22,6.78,2.11,0.17,0.96
andesite,61.28,14.6,3.98,2.21,2.01,6.44,1.9,0.15,0.92
andesite,58.55,15.35,5.02,2.3,2.05,6.49,1.99,0.15,0.85
andesite,60.13,15.66,3.35,3.17,1.89,6.34,2.17,0.16,0.97
andesite,61.37,15.42,3.29,3.3,1.99,5.7,2.14,0.14,0.94
andesite,60.57,15.58,3.82,2.92,2.02,5.5,1.98,0.13,0.97
andesite,54.7,11.79,5.47,4.41,0.1,12.52,4.15,0.24,2.47
andesite,61.9,11.79,4.87,4.41,0.68,7.8,4.12,0.16,1.86
andesite,56.37,15.26,5.19,6.76,0.07,9.32,2.5,0.21,1.84
andesite,64.65,14.73,0.55,3.55,3.28,6.51,1.41,0.16,0.95
andesite,61.27,16.763,0.859,7.645,0.378,3.99,4.482,0.048,0.551
andesite,58.29,16.66,6.87,3.33,1.86,6.89,3.4,0.14,1.03
andesite,61.54,16.0,5.86,3.59,2.15,5.73,2.59,0.13,0.72
andesite,58.45,17.08,6.77,3.35,1.54,7.05,2.7,0.16,1.0
andesite,56.5,17.28,7.3,3.14,1.42,7.45,3.28,0.15,1.06
andesite,54.55,17.28,8.32,3.5,2.32,8.58,3.91,0.15,0.9
andesite,57.1,16.93,4.68,4.33,1.83,6.56,3.93,0.12,0.96
andesite,54.11,16.97,6.59,4.94,0.64,5.69,2.54,0.17,0.71
andesite,52.03,16.03,6.92,3.42,1.35,8.03,2.75,0.12,1.26
andesite,60.34,16.75,6.81,3.93,1.78,5.39,3.5,0.09,0.92
andesite,60.42,16.94,6.71,3.44,1.99,4.93,4.14,0.1,1.0
andesite,60.87,16.52,5.74,4.01,1.94,5.36,4.18,0.1,0.9
andesite,61.34,16.41,5.91,3.99,1.89,5.04,4.03,0.1,0.97
andesite,62.95,17.01,5.33,4.01,1.83,4.39,3.18,0.04,0.79
andesite,63.55,16.77,5.44,4.41,1.81,4.16,2.55,0.1,0.81
andesite,59.98,16.54,6.19,3.83,1.79,5.75,4.53,0.11,0.86
andesite,60.2,15.86,6.02,4.34,1.62,5.53,5.16,0.1,0.81
andesite,60.37,16.62,6.04,3.83,1.76,5.61,4.41,0.11,0.85
andesite,61.38,16.19,6.36,3.26,2.44,5.41,3.75,0.1,0.76
andesite,61.57,15.91,5.58,4.47,2.07,5.48,3.61,0.11,0.81
andesite,61.59,16.33,5.54,3.44,2.18,6.07,3.11,0.08,0.91
andesite,61.87,16.01,5.35,4.26,2.05,5.15,4.02,0.1,0.81
andesite,62.27,16.48,5.2,4.42,1.95,5.12,3.38,0.1,0.79
andesite,62.56,16.54,5.43,4.38,1.95,4.89,3.04,0.1,0.78
andesite,63.11,16.45,5.21,4.38,1.89,4.78,3.03,0.09,0.76
andesite,63.78,16.08,5.02,4.27,1.94,4.78,2.92,0.09,0.76
andesite,63.82,16.18,4.81,4.15,2.12,4.57,3.19,0.09,0.75
andesite,64.09,15.92,4.85,4.37,1.89,4.42,3.32,0.08,0.68
andesite,64.19,16.33,5.15,3.92,2.59,4.2,2.48,0.08,0.72
andesite,64.53,16.06,4.66,4.32,1.88,4.54,2.89,0.09,0.74
andesite,66.41,16.43,4.24,4.37,2.03,3.55,1.98,0.07,0.58
andesite,53.66,16.23,8.18,3.88,1.25,7.97,6.05,0.15,1.4
andesite,54.01,16.37,7.8,3.88,1.38,7.95,5.72,0.14,1.43
andesite,55.08,16.96,7.79,3.98,1.4,7.21,5.19,0.15,1.67
andesite,55.21,17.06,8.11,3.83,1.12,7.23,5.22,0.14,1.29
andesite,55.22,15.95,7.71,4.0,1.74,7.43,5.82,0.12,1.37
andesite,55.58,17.29,8.21,3.65,1.05,7.23,5.23,0.14,1.3
andesite,55.55,16.83,7.42,3.77,1.08,6.7,7.34,0.13,0.84
andesite,56.66,17.05,8.27,3.66,1.11,6.11,5.46,0.14,1.31
andesite,57.12,16.69,6.89,3.84,1.57,6.73,5.16,0.12,1.31
andesite,57.62,16.62,6.84,4.33,1.82,5.98,4.63,0.14,1.38
andesite,57.82,15.35,6.49,4.05,1.8,6.59,5.89,0.11,1.25
andesite,57.96,16.12,6.43,3.78,2.19,6.88,4.67,0.11,1.27
andesite,58.97,16.56,8.26,3.63,1.93,5.98,3.08,0.11,0.98
andesite,59.18,16.38,6.0,4.18,1.15,5.77,6.09,0.1,0.8
andesite,60.05,15.94,6.1,4.14,1.62,5.7,5.21,0.11,0.82
andesite,60.01,16.56,6.85,3.79,1.75,5.44,4.24,0.08,0.86
andesite,49.9,16.75,8.329,3.46,1.036,10.68,6.41,0.151,1.902
andesite,53.4,16.28,8.23,2.68,1.49,7.86,5.07,0.15,0.96
andesite,53.01,15.91,6.32,3.26,1.95,8.01,5.22,0.17,0.95
andesite,55.73,18.44,7.669,3.68,1.511,6.9,3.98,0.11,1.008
andesite,56.23,17.95,8.054,3.38,1.872,6.53,3.8,0.093,1.16
andesite,56.57,16.73,6.574,3.62,1.964,8.52,2.9,0.151,1.819
andesite,60.7,16.65,4.631,4.12,2.609,6.73,2.16,0.138,1.31
andesite,58.49,18.17,4.57,4.57,1.854,5.78,2.48,0.103,1.139
andesite,51.78,15.33,7.687,3.65,1.913,10.92,4.5,0.184,2.628
andesite,53.98,17.95,8.261,3.51,1.514,7.49,5.14,0.0,1.122
andesite,55.5,17.4,6.964,4.07,1.209,7.2,5.48,0.121,1.054
andesite,54.17,16.36,7.89,3.51,1.05,6.29,5.54,0.2,0.92
andesite,54.99,18.84,5.85,4.24,1.22,7.69,5.01,0.08,1.09
andesite,57.85,16.84,6.19,3.8,1.26,6.81,0.97,0.14,1.02
andesite,58.74,16.8,5.64,3.28,2.39,6.43,2.59,0.08,0.82
andesite,53.89,16.91,7.37,3.67,1.45,8.14,3.62,0.15,1.71
andesite,55.11,16.96,7.91,3.39,1.35,6.38,5.42,0.1,1.32
andesite,60.78,17.54,5.43,4.09,2.31,4.61,2.12,0.07,0.99
andesite,53.42,19.14,6.62,4.26,2.24,6.42,3.17,0.48,1.64
andesite,53.45,18.82,6.44,4.4,2.15,6.68,3.22,0.39,1.61
